avgpathtokenlen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
4.529,0.846,0.018,0.2,0.091,9.3,0.022,0.7,0.073,0.012,-1,0.88,benign
4.529,0.816,0.018,0.143,0.123,6.643,0.022,0.786,0.132,0.093,-1,0.836,benign
4.529,0.816,0.018,0.143,0.123,6.643,0.022,0.786,0.079,0,-1,0.873,benign
4.529,0.817,0.017,0.143,0.122,6.714,0.021,0.786,0.07,1,-1,0.887,benign
4.529,0.817,0.017,0.143,0.122,6.714,0.021,0.786,0.07,0,-1,0.873,benign
4.526,0.811,0.101,0.714,0.142,5.714,0.125,0.857,0.02,0.025,0,0.87,benign
4.526,0.881,0.017,0.286,0.059,14.857,0.019,0.571,0.051,0,-1,0.797,benign
4.526,0.881,0.017,0.286,0.059,14.857,0.019,0.571,0.051,0,-1,0.797,benign
4.524,0.779,0.013,0.077,0.175,4.462,0.017,0.885,0,0,-1,0.808,phishing
4.5,0.876,0.828,8.625,0.096,9.125,0.945,0.667,0.104,0.125,0.126,0.811,malware
4.5,0.855,0.723,7.059,0.102,8.353,0.845,0.353,0.199,0.254,0.275,0.874,spam
4.5,0.855,0.723,7.059,0.102,8.353,0.845,0.353,0.175,0.223,0.242,0.874,spam
4.5,0.855,0.723,7.059,0.102,8.353,0.845,0.353,0.175,0.223,0.242,0.874,spam
4.5,0.855,0.723,7.059,0.102,8.353,0.845,0.353,0.151,0.192,0.208,0.874,spam
4.5,0.816,0.681,4.826,0.141,5.783,0.835,0.391,0.319,0.414,0.432,0.851,malware
4.5,0.816,0.681,4.826,0.141,5.783,0.835,0.391,0.301,0.388,0.405,0.851,malware
4.5,0.816,0.681,4.826,0.141,5.783,0.835,0.391,0.295,0.379,0.396,0.851,malware
4.5,0.841,0.695,6.177,0.113,7.471,0.827,0.353,0.205,0.27,0.295,0.874,spam
4.5,0.841,0.695,6.177,0.113,7.471,0.827,0.353,0.205,0.27,0.295,0.874,spam
4.5,0.841,0.695,6.177,0.113,7.471,0.827,0.353,0.205,0.27,0.295,0.874,spam
4.5,0.841,0.695,6.177,0.113,7.471,0.827,0.353,0.192,0.252,0.276,0.874,spam
4.5,0.841,0.695,6.177,0.113,7.471,0.827,0.353,0.179,0.235,0.257,0.874,spam
4.5,0.841,0.695,6.177,0.113,7.471,0.827,0.353,0.179,0.235,0.257,0.874,spam
4.5,0.841,0.695,6.177,0.113,7.471,0.827,0.353,0.179,0.235,0.257,0.874,spam
4.5,0.84,0.693,6.118,0.113,7.412,0.825,0.353,0.193,0.254,0.279,0.874,spam
4.5,0.84,0.693,6.118,0.113,7.412,0.825,0.353,0.193,0.254,0.279,0.874,spam
4.5,0.471,0.384,0.766,0.502,0.938,0.817,0.117,0.42,0.604,0.684,0.698,phishing
4.5,0.833,0.681,5.765,0.118,7.059,0.817,0.353,0.208,0.278,0.306,0.874,spam
4.5,0.827,0.669,5.471,0.122,6.765,0.809,0.353,0.166,0.223,0.247,0.874,spam
4.5,0.824,0.662,5.294,0.125,6.588,0.804,0.353,0.169,0.23,0.256,0.874,spam
4.5,0.802,0.62,4.412,0.141,5.706,0.773,0.353,0.24,0.341,0.387,0.874,spam
4.5,0.802,0.62,4.412,0.141,5.706,0.773,0.353,0.215,0.306,0.347,0.874,spam
4.5,0.802,0.62,4.412,0.141,5.706,0.773,0.353,0.174,0.247,0.28,0.874,spam
4.5,0.802,0.62,4.412,0.141,5.706,0.773,0.353,0.174,0.247,0.28,0.874,spam
4.5,0.875,0.67,10.714,0.063,14,0.765,0.714,0.134,0.197,0.2,0.797,benign
4.5,0.79,0.597,4,0.149,5.294,0.756,0.353,0.175,0.256,0.294,0.874,spam
4.5,0.62,0.468,1.609,0.291,2.13,0.755,0.739,0.038,0.143,0.081,0.762,phishing
4.5,0.686,0.514,2.4,0.214,3.2,0.75,0.8,0.086,0.162,0.167,0.851,benign
4.5,0.883,0.66,7.409,0.089,9.909,0.748,0.682,0.02,0.028,0.031,0.788,phishing
4.5,0.882,0.659,7.364,0.089,9.864,0.747,0.682,0.02,0.029,0.031,0.788,phishing
4.5,0.737,0.544,2.696,0.202,3.652,0.738,0.652,0.14,0.167,0.194,0.87,spam
4.5,0.81,0.59,4.917,0.12,6.75,0.728,0.75,0.07,0.1,0.119,0.907,phishing
4.5,0.725,0.523,2.478,0.211,3.435,0.722,0.652,0.147,0.179,0.211,0.87,spam
4.5,0.845,0.571,5.412,0.106,8,0.677,0.588,0.224,0.35,0.391,0.799,phishing
4.5,0.851,0.569,5.046,0.113,7.546,0.669,0.682,0.026,0.04,0.045,0.788,phishing
4.5,0.688,0.458,1.913,0.24,2.87,0.667,0.652,0.167,0.222,0.273,0.87,spam
4.5,0.688,0.458,1.913,0.24,2.87,0.667,0.652,0.167,0.222,0.273,0.87,spam
4.5,0.688,0.458,1.913,0.24,2.87,0.667,0.652,0.167,0.222,0.273,0.87,spam
4.5,0.688,0.458,1.913,0.24,2.87,0.667,0.652,0.167,0.222,0.273,0.87,spam
4.5,0.688,0.458,1.913,0.24,2.87,0.667,0.652,0.167,0.222,0.273,0.87,spam
4.5,0.851,0.567,5,0.113,7.5,0.667,0.682,0.026,0.041,0.046,0.788,phishing
4.5,0.684,0.453,1.87,0.242,2.826,0.662,0.652,0.168,0.226,0.279,0.87,spam
4.5,0.684,0.453,1.87,0.242,2.826,0.662,0.652,0.168,0.226,0.279,0.87,spam
4.5,0.684,0.453,1.87,0.242,2.826,0.662,0.652,0.168,0.226,0.279,0.87,spam
4.5,0.684,0.453,1.87,0.242,2.826,0.662,0.652,0.168,0.226,0.279,0.87,spam
4.5,0.684,0.453,1.87,0.242,2.826,0.662,0.652,0.168,0.226,0.279,0.87,spam
4.5,0.684,0.453,1.87,0.242,2.826,0.662,0.652,0.168,0.226,0.279,0.87,spam
4.5,0.684,0.453,1.87,0.242,2.826,0.662,0.652,0.168,0.226,0.279,0.87,spam
4.5,0.684,0.453,1.87,0.242,2.826,0.662,0.652,0.158,0.208,0.256,0.87,spam
4.5,0.684,0.453,1.87,0.242,2.826,0.662,0.652,0.158,0.208,0.256,0.87,spam
4.5,0.673,0.442,2.3,0.192,3.5,0.657,0.8,0.019,0.042,0.044,0.699,benign
4.5,0.762,0.5,3.231,0.155,4.923,0.656,0.539,0.036,0,0,0.834,malware
4.5,0.681,0.447,1.826,0.245,2.783,0.656,0.652,0.096,0.096,0.119,0.87,spam
4.5,0.677,0.441,1.783,0.247,2.739,0.651,0.652,0.086,0.078,0.098,0.87,spam
4.5,0.841,0.539,4.455,0.121,6.955,0.641,0.682,0.028,0.045,0.051,0.788,phishing
4.5,0.79,0.5,4.222,0.118,6.667,0.633,0.778,0.145,0.208,0.29,1,phishing
4.5,0.659,0.409,1.565,0.261,2.522,0.621,0.652,0.182,0.261,0.333,0.87,spam
4.5,0.806,0.465,3.333,0.14,5.778,0.577,0.611,0.233,0.366,0.433,0.83,Defacement
4.5,0.806,0.465,3.333,0.14,5.778,0.577,0.611,0.225,0.352,0.417,0.83,Defacement
4.5,0.806,0.465,3.333,0.14,5.778,0.577,0.611,0.209,0.324,0.383,0.83,Defacement
4.5,0.815,0.457,4.2,0.109,7.5,0.56,0.5,0.196,0.346,0.429,0.88,spam
4.5,0.61,0.325,1.087,0.299,2.044,0.532,0.652,0.117,0.143,0.2,0.87,spam
4.5,0.61,0.325,1.087,0.299,2.044,0.532,0.652,0.117,0.143,0.2,0.87,spam
4.5,0.61,0.325,1.087,0.299,2.044,0.532,0.652,0.117,0.143,0.2,0.87,spam
4.5,0.61,0.325,1.087,0.299,2.044,0.532,0.652,0.117,0.143,0.2,0.87,spam
4.5,0.697,0.364,1.846,0.197,3.539,0.522,0.615,0.076,0.125,0.208,0.917,benign
4.5,0.721,0.361,2.2,0.164,4.4,0.5,0.7,0.115,0.189,0.318,0.94,benign
4.5,0.721,0.361,2.2,0.164,4.4,0.5,0.7,0.115,0.189,0.318,0.94,benign
4.5,0.721,0.361,2.2,0.164,4.4,0.5,0.7,0.115,0.189,0.318,0.94,benign
4.5,0.442,0.212,0.524,0.404,1.095,0.478,0.667,0.019,0,0,0.78,phishing
4.5,0.677,0.323,1.539,0.21,3.231,0.476,0.615,0.21,0.382,0.65,0.917,benign
4.5,0.777,0.354,2.091,0.169,4.591,0.455,0.773,0.185,0.359,0.413,0.801,spam
4.5,0.656,0.295,1.286,0.23,2.857,0.45,0.786,0.115,0.269,0,0.836,benign
4.5,0.661,0.288,1.308,0.22,3,0.436,0.615,0.068,0.121,0.235,0.917,benign
4.5,0.781,0.313,2.143,0.146,5.357,0.4,0.786,0.052,0.161,0.167,0.887,benign
4.5,0.679,0.264,1.4,0.189,3.6,0.389,0.5,0,0,0,0.88,spam
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.711,0.276,1.4,0.197,3.6,0.389,0.533,0.04,0,0,0.829,malware
4.5,0.642,0.235,0.864,0.272,2.364,0.365,0.409,0,0,0,0.781,Defacement
4.5,0.712,0.26,1.357,0.192,3.714,0.365,0.786,0.096,0.069,0.105,0.887,benign
4.5,0.638,0.225,0.818,0.275,2.318,0.353,0.409,0,0,0,0.781,Defacement
4.5,0.654,0.231,1.091,0.212,3.091,0.353,0.727,0.096,0.192,0.417,0.895,phishing
4.5,0.764,0.27,1.714,0.157,4.857,0.353,0.786,0.045,0.111,0.167,0.887,benign
4.5,0.532,0.177,0.5,0.355,1.5,0.333,0.455,0.048,0.094,0.273,0.76,spam
4.5,0.795,0.265,2.444,0.108,7.333,0.333,0.778,0.205,0.12,0.273,0.93,benign
4.5,0.798,0.262,2.444,0.107,7.444,0.328,0.778,0.202,0.118,0.273,0.93,benign
4.5,0.765,0.222,1.5,0.148,5.167,0.29,0.75,0.074,0.109,0,0.89,benign
4.5,0.609,0.13,0.45,0.29,2.1,0.214,0.35,0.044,0.273,0.222,0.789,malware
4.5,0.2,0.04,0.061,0.66,0.303,0.2,0.333,0,0,-1,0.785,Defacement
4.5,0.294,0.059,0.118,0.5,0.588,0.2,0.412,0,0,-1,0.834,Defacement
4.5,0.233,0.047,0.077,0.605,0.385,0.2,0.462,0,0,-1,0.752,phishing
4.5,0.275,0.05,0.091,0.55,0.5,0.182,0.409,0.025,0,-1,0.822,phishing
4.5,0.29,0.053,0.1,0.526,0.55,0.182,0.5,0,0,-1,0.774,phishing
4.5,0.282,0.051,0.095,0.539,0.524,0.182,0.571,0,0,-1,0.767,phishing
4.5,0.275,0.05,0.091,0.55,0.5,0.182,0.591,0.075,0.333,-1,0.793,phishing
4.5,0.29,0.053,0.1,0.526,0.55,0.182,0.65,0,0,-1,0.876,phishing
4.5,0.29,0.053,0.1,0.526,0.55,0.182,0.65,0,0,-1,0.844,phishing
4.5,0.234,0.043,0.069,0.617,0.379,0.182,0.655,0,0,-1,0.74,phishing
4.5,0.282,0.051,0.095,0.539,0.524,0.182,0.667,0.103,0.444,-1,0.737,phishing
4.5,0.275,0.05,0.091,0.55,0.5,0.182,0.682,0,0,-1,0.773,phishing
4.5,0.856,0.152,1.727,0.088,9.727,0.178,0.727,0.016,0.02,0.053,0.842,benign
4.5,0.663,0.113,0.45,0.25,2.65,0.17,0.35,0.038,0.273,0.222,0.789,malware
4.5,0.663,0.113,0.45,0.25,2.65,0.17,0.35,0.038,0.273,0.222,0.789,malware
4.5,0.663,0.113,0.45,0.25,2.65,0.17,0.35,0.038,0.273,0.222,0.789,malware
4.5,0.663,0.113,0.45,0.25,2.65,0.17,0.35,0.038,0.273,0.222,0.789,malware
4.5,0.663,0.113,0.45,0.25,2.65,0.17,0.35,0.038,0.273,0.222,0.789,malware
4.5,0.663,0.113,0.45,0.25,2.65,0.17,0.35,0.038,0.273,0.222,0.789,malware
4.5,0.663,0.113,0.45,0.25,2.65,0.17,0.35,0.038,0.273,0.222,0.789,malware
4.5,0.868,0.14,1.727,0.081,10.727,0.161,0.727,0.015,0.018,0.053,0.842,benign
4.5,0.83,0.134,1.25,0.107,7.75,0.161,0.75,0.071,0.5,0.533,0.954,benign
4.5,0.821,0.116,1.1,0.105,7.8,0.141,0.7,0.084,0,0,0.94,benign
4.5,0.691,0.091,0.5,0.182,3.8,0.132,0.5,0.036,0.118,0.4,0.88,spam
4.5,0.85,0.108,1.182,0.092,9.273,0.128,0.727,0.067,0,0,0.947,benign
4.5,0.135,0.013,0.016,0.821,0.164,0.095,0.117,0.256,0,-1,0.698,phishing
4.5,0.323,0.031,0.054,0.569,0.568,0.095,0.297,0,0,-1,0.752,phishing
4.5,0.362,0.035,0.067,0.517,0.7,0.095,0.3,0,0,-1,0.748,phishing
4.5,0.512,0.049,0.154,0.317,1.615,0.095,0.308,0,0,-1,0.761,phishing
4.5,0.477,0.046,0.125,0.364,1.313,0.095,0.313,0,0,-1,0.832,spam
4.5,0.488,0.047,0.133,0.349,1.4,0.095,0.333,0,0,-1,0.898,spam
4.5,0.539,0.051,0.111,0.462,1.167,0.095,0.333,0,0,-1,0.82,malware
4.5,0.512,0.049,0.1,0.488,1.05,0.095,0.35,0,0,-1,0.806,malware
4.5,0.512,0.049,0.154,0.317,1.615,0.095,0.385,0,0,-1,0.917,phishing
4.5,0.396,0.038,0.08,0.472,0.84,0.095,0.4,0.019,0,-1,0.749,phishing
4.5,0.467,0.044,0.118,0.378,1.235,0.095,0.412,0,0,-1,0.816,spam
4.5,0.525,0.05,0.167,0.3,1.75,0.095,0.417,0,0,-1,0.721,phishing
4.5,0.447,0.043,0.105,0.404,1.105,0.095,0.421,0.021,0,-1,0.833,phishing
4.5,0.42,0.04,0.091,0.44,0.955,0.095,0.455,0.04,0.154,-1,0.857,spam
4.5,0.42,0.04,0.091,0.44,0.955,0.095,0.455,0,0,-1,0.857,spam
4.5,0.35,0.033,0.063,0.533,0.656,0.095,0.469,0,0,-1,0.731,phishing
4.5,0.396,0.038,0.08,0.472,0.84,0.095,0.48,0.151,0.125,-1,0.815,phishing
4.5,0.553,0.053,0.2,0.263,2.1,0.095,0.5,0.079,0.25,-1,0.88,spam
4.5,0.553,0.053,0.2,0.263,2.1,0.095,0.5,0,0,-1,0.88,spam
4.5,0.553,0.053,0.2,0.263,2.1,0.095,0.5,0,0,-1,0.88,spam
4.5,0.553,0.053,0.2,0.263,2.1,0.095,0.5,0,0,-1,0.88,spam
4.5,0.553,0.053,0.2,0.263,2.1,0.095,0.5,0,0,-1,0.88,spam
4.5,0.477,0.046,0.125,0.364,1.313,0.095,0.5,0,0,-1,0.813,phishing
4.5,0.525,0.05,0.105,0.475,1.105,0.095,0.526,0,0,-1,0.892,malware
4.5,0.447,0.043,0.105,0.404,1.105,0.095,0.526,0.021,0,-1,0.792,spam
4.5,0.488,0.047,0.133,0.349,1.4,0.095,0.533,0.07,0,-1,0.885,Defacement
4.5,0.488,0.047,0.133,0.349,1.4,0.095,0.533,0,0,-1,0.795,phishing
4.5,0.457,0.044,0.111,0.391,1.167,0.095,0.611,0,0,-1,0.857,Defacement
4.5,0.457,0.044,0.111,0.391,1.167,0.095,0.611,0,0,-1,0.857,Defacement
4.5,0.457,0.044,0.111,0.391,1.167,0.095,0.611,0.044,-1,-1,0.857,Defacement
4.5,0.457,0.044,0.111,0.391,1.167,0.095,0.611,0.044,-1,-1,0.857,Defacement
4.5,0.438,0.042,0.1,0.417,1.05,0.095,0.65,0.083,0.286,-1,0.769,phishing
4.5,0.429,0.041,0.095,0.429,1,0.095,0.667,0.02,0.091,-1,0.802,phishing
4.5,0.42,0.04,0.091,0.44,0.955,0.095,0.682,0.04,1,-1,0.87,phishing
4.5,0.42,0.04,0.091,0.44,0.955,0.095,0.682,0.04,1,-1,0.87,phishing
4.5,0.42,0.04,0.091,0.44,0.955,0.095,0.682,0.04,1,-1,0.87,phishing
4.5,0.42,0.04,0.091,0.44,0.955,0.095,0.682,0.02,0.071,-1,0.781,phishing
4.5,0.477,0.046,0.125,0.364,1.313,0.095,0.688,0,0,-1,0.863,spam
4.5,0.412,0.039,0.087,0.451,0.913,0.095,0.696,0,0,-1,0.82,phishing
4.5,0.553,0.053,0.2,0.263,2.1,0.095,0.7,0.026,0,-1,1,Defacement
4.5,0.553,0.053,0.2,0.263,2.1,0.095,0.7,0,0,-1,0.94,Defacement
4.5,0.42,0.04,0.091,0.44,0.955,0.095,0.727,0.04,0.167,-1,0.862,Defacement
4.5,0.539,0.051,0.182,0.282,1.909,0.095,0.727,0,0,-1,0.895,Defacement
4.5,0.42,0.04,0.091,0.44,0.955,0.095,0.727,0,0,-1,0.862,Defacement
4.5,0.42,0.04,0.091,0.44,0.955,0.095,0.727,0,0,-1,0.862,Defacement
4.5,0.382,0.036,0.074,0.491,0.778,0.095,0.741,0,0,-1,0.77,phishing
4.5,0.525,0.05,0.167,0.3,1.75,0.095,0.75,0,0,-1,0.907,phishing
4.5,0.368,0.035,0.069,0.509,0.724,0.095,0.759,0.035,0.1,-1,0.748,phishing
4.5,0.457,0.044,0.111,0.391,1.167,0.095,0.833,0,0,-1,0.803,phishing
4.5,0.447,0.043,0.105,0.404,1.105,0.095,0.842,0,0,-1,0.799,phishing
4.5,0.438,0.042,0.1,0.417,1.05,0.095,0.85,0,0,-1,0.876,phishing
4.5,0.412,0.039,0.087,0.451,0.913,0.095,0.87,0,0,-1,0.781,phishing
4.5,0.362,0.035,0.067,0.517,0.7,0.095,0.9,0,0,-1,0.798,Defacement
4.5,0.429,0.041,0.095,0.429,1,0.095,0.905,0,0,-1,0.759,phishing
4.5,0.415,0.038,0.083,0.453,0.917,0.091,0.333,0.151,0,-1,0.848,phishing
4.5,0.449,0.041,0.1,0.408,1.1,0.091,0.4,0,0,-1,0.821,phishing
4.5,0.468,0.043,0.111,0.383,1.222,0.091,0.444,0.021,0,-1,0.803,phishing
4.5,0.449,0.041,0.1,0.408,1.1,0.091,0.45,0.02,0,-1,0.844,phishing
4.5,0.55,0.05,0.182,0.275,2,0.091,0.455,0,0,-1,0.77,phishing
4.5,0.489,0.044,0.125,0.356,1.375,0.091,0.563,0,0,-1,0.895,phishing
4.5,0.478,0.044,0.118,0.37,1.294,0.091,0.588,0,0,-1,0.874,phishing
4.5,0.5,0.046,0.133,0.341,1.467,0.091,0.6,0,0,-1,0.851,phishing
4.5,0.4,0.036,0.077,0.473,0.846,0.091,0.615,0,0,-1,0.785,phishing
4.5,0.458,0.042,0.105,0.396,1.158,0.091,0.632,0,0,-1,0.802,phishing
4.5,0.478,0.044,0.118,0.37,1.294,0.091,0.647,0,0,-1,0.748,phishing
4.5,0.449,0.041,0.1,0.408,1.1,0.091,0.65,0,0,-1,0.812,phishing
4.5,0.44,0.04,0.095,0.42,1.048,0.091,0.667,0,0,-1,0.767,phishing
4.5,0.423,0.039,0.087,0.442,0.957,0.091,0.696,0,0,-1,0.767,phishing
4.5,0.393,0.036,0.074,0.482,0.815,0.091,0.741,0,0,-1,0.827,phishing
4.5,0.393,0.036,0.074,0.482,0.815,0.091,0.741,0,0,-1,0.749,phishing
4.5,0.379,0.035,0.069,0.5,0.759,0.091,0.759,0.035,0.1,-1,0.748,phishing
4.5,0.423,0.039,0.087,0.442,0.957,0.091,0.87,0.058,1,-1,0.813,phishing
4.5,0.604,0.038,0.143,0.264,2.286,0.063,0.286,0,0,-1,0.709,Defacement
4.5,0.5,0.031,0.08,0.391,1.28,0.063,0.32,0.031,0.182,-1,0.77,spam
4.5,0.444,0.028,0.061,0.458,0.97,0.063,0.333,0.028,0.143,-1,0.785,Defacement
4.5,0.628,0.039,0.167,0.235,2.667,0.063,0.333,0,0,-1,0.861,benign
4.5,0.561,0.035,0.111,0.316,1.778,0.063,0.389,0,0,-1,0.857,benign
4.5,0.593,0.037,0.133,0.278,2.133,0.063,0.4,0,0,-1,0.817,phishing
4.5,0.525,0.033,0.091,0.361,1.455,0.063,0.409,0,0,-1,0.781,Defacement
4.5,0.421,0.026,0.054,0.487,0.865,0.063,0.432,0.105,0,-1,0.748,phishing
4.5,0.525,0.033,0.091,0.361,1.455,0.063,0.455,0.049,0.3,-1,0.76,spam
4.5,0.525,0.033,0.091,0.361,1.455,0.063,0.455,0.049,0.3,-1,0.76,spam
4.5,0.64,0.04,0.182,0.22,2.909,0.063,0.455,0.02,0,-1,0.895,spam
4.5,0.525,0.033,0.091,0.361,1.455,0.063,0.455,0,0,-1,0.857,spam
4.5,0.593,0.037,0.133,0.278,2.133,0.063,0.533,0.019,0,-1,0.817,phishing
4.5,0.508,0.032,0.083,0.381,1.333,0.063,0.542,0.016,0,-1,0.742,phishing
4.5,0.604,0.038,0.143,0.264,2.286,0.063,0.571,0.113,0,-1,0.887,benign
4.5,0.571,0.036,0.118,0.304,1.882,0.063,0.588,0,0,-1,0.777,phishing
4.5,0.5,0.031,0.08,0.391,1.28,0.063,0.6,0.016,0.1,-1,0.757,Defacement
4.5,0.5,0.031,0.08,0.391,1.28,0.063,0.6,0,0,-1,0.757,Defacement
4.5,0.5,0.031,0.08,0.391,1.28,0.063,0.6,0,0,-1,0.757,Defacement
4.5,0.533,0.033,0.095,0.35,1.524,0.063,0.619,0,0,-1,0.81,phishing
4.5,0.508,0.032,0.083,0.381,1.333,0.063,0.708,0,0,-1,0.805,malware
4.5,0.533,0.033,0.095,0.35,1.524,0.063,0.714,0,0,-1,0.832,phishing
4.5,0.615,0.039,0.167,0.231,2.667,0.063,0.75,0.135,0.28,-1,0.89,benign
4.5,0.681,0.043,0.25,0.17,4,0.063,0.75,0,0,-1,0.917,phishing
4.5,0.615,0.039,0.154,0.25,2.462,0.063,0.769,0,0,-1,0.875,benign
4.5,0.711,0.044,0.154,0.289,2.462,0.063,0.769,0,0,-1,0.818,malware
4.5,0.604,0.038,0.143,0.264,2.286,0.063,0.786,0.094,0,-1,0.798,benign
4.5,0.604,0.038,0.143,0.264,2.286,0.063,0.786,0.076,0,-1,0.798,benign
4.5,0.653,0.041,0.2,0.204,3.2,0.063,0.8,0,0,-1,0.94,phishing
4.5,0.593,0.037,0.133,0.278,2.133,0.063,0.8,0,0,-1,0.885,benign
4.5,0.593,0.037,0.133,0.278,2.133,0.063,0.8,0.074,0,-1,0.829,benign
4.5,0.582,0.036,0.125,0.291,2,0.063,0.813,0,0,-1,0.895,benign
4.5,0.582,0.036,0.125,0.291,2,0.063,0.813,0,0,-1,0.895,benign
4.5,0.582,0.036,0.125,0.291,2,0.063,0.813,0,0,-1,0.895,benign
4.5,0.582,0.036,0.125,0.291,2,0.063,0.813,0,0,-1,0.895,benign
4.5,0.571,0.036,0.118,0.304,1.882,0.063,0.824,0,0,-1,0.788,benign
4.5,0.628,0.039,0.167,0.235,2.667,0.063,0.833,0.078,0.129,-1,0.861,benign
4.5,0.628,0.039,0.167,0.235,2.667,0.063,0.833,0.078,0.129,-1,0.861,benign
4.5,0.628,0.039,0.167,0.235,2.667,0.063,0.833,0.078,0.129,-1,0.861,benign
4.5,0.628,0.039,0.167,0.235,2.667,0.063,0.833,0.078,0.129,-1,0.861,benign
