domain_token_count,avgpathtokenlen,tld,domainlength,ArgUrlRatio,argDomanRatio,argPathRatio,NumberofDotsinURL,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,SymbolCount_Domain,Entropy_Domain,Entropy_Extension,class
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.736,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.762,Defacement
2.000,2.667,2.000,29.000,0.505,1.655,0.814,2.000,0.897,0.053,0.086,0.104,1.000,0.745,0.747,Defacement
2.000,2.667,2.000,29.000,0.505,1.655,0.814,2.000,0.897,0.053,0.086,0.104,1.000,0.745,0.747,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.762,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.762,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.755,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.753,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.755,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.755,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.755,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.755,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.746,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.755,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.753,Defacement
2.000,2.667,2.000,29.000,0.510,1.690,0.817,2.000,0.897,0.063,0.102,0.122,1.000,0.745,0.762,Defacement
2.000,3.250,2.000,29.000,0.038,0.069,0.125,2.000,0.897,0.000,0.000,-1.000,1.000,0.745,1.000,Defacement
2.000,3.000,2.000,29.000,0.527,2.000,0.784,2.000,0.897,0.018,0.029,0.034,1.000,0.745,0.737,Defacement
2.000,3.000,2.000,29.000,0.532,2.034,0.787,2.000,0.897,0.027,0.043,0.051,1.000,0.745,0.737,Defacement
2.000,3.000,2.000,29.000,0.532,2.034,0.787,2.000,0.897,0.027,0.043,0.051,1.000,0.745,0.742,Defacement
2.000,3.000,2.000,29.000,0.816,7.931,0.935,2.000,0.897,0.121,0.142,0.148,1.000,0.745,0.700,Defacement
2.000,3.000,2.000,29.000,0.636,3.138,0.850,2.000,0.897,0.028,0.040,0.044,1.000,0.745,0.681,Defacement
2.000,3.000,2.000,29.000,0.821,8.207,0.937,2.000,0.897,0.110,0.129,0.134,1.000,0.745,0.686,Defacement
2.000,3.000,2.000,29.000,0.698,4.138,0.882,2.000,0.897,0.029,0.038,0.042,1.000,0.745,0.644,Defacement
2.000,3.000,2.000,29.000,0.606,2.759,0.833,2.000,0.897,0.030,0.044,0.050,1.000,0.745,0.698,Defacement
2.000,3.000,2.000,29.000,0.188,0.414,0.429,2.000,0.897,0.016,0.045,0.083,1.000,0.745,0.863,Defacement
2.000,3.000,2.000,29.000,0.805,7.379,0.930,2.000,0.897,0.113,0.134,0.140,1.000,0.745,0.707,Defacement
2.000,3.000,2.000,29.000,0.805,7.379,0.930,2.000,0.897,0.109,0.129,0.136,1.000,0.745,0.708,Defacement
2.000,3.000,2.000,29.000,0.039,0.069,0.133,2.000,0.897,0.000,0.000,-1.000,1.000,0.745,0.579,Defacement
2.000,1.667,2.000,29.000,0.047,0.069,0.286,2.000,0.897,0.000,0.000,-1.000,1.000,0.745,1.000,Defacement
3.000,3.000,3.000,18.000,0.056,0.111,0.182,3.000,0.333,0.000,0.000,-1.000,2.000,0.847,1.000,Defacement
3.000,2.667,3.000,18.000,0.566,2.611,0.810,3.000,0.333,0.048,0.070,0.085,2.000,0.847,0.757,Defacement
3.000,2.667,3.000,18.000,0.566,2.611,0.810,3.000,0.333,0.048,0.070,0.085,2.000,0.847,0.750,Defacement
3.000,2.667,3.000,18.000,0.566,2.611,0.810,3.000,0.333,0.048,0.070,0.085,2.000,0.847,0.741,Defacement
3.000,2.667,3.000,18.000,0.566,2.611,0.810,3.000,0.333,0.048,0.070,0.085,2.000,0.847,0.750,Defacement
3.000,2.667,3.000,18.000,0.566,2.611,0.810,3.000,0.333,0.048,0.070,0.085,2.000,0.847,0.757,Defacement
3.000,2.667,3.000,18.000,0.566,2.611,0.810,3.000,0.333,0.048,0.070,0.085,2.000,0.847,0.750,Defacement
3.000,2.667,3.000,18.000,0.566,2.611,0.810,3.000,0.333,0.048,0.070,0.085,2.000,0.847,0.757,Defacement
3.000,2.667,3.000,18.000,0.566,2.611,0.810,3.000,0.333,0.048,0.070,0.085,2.000,0.847,0.757,Defacement
3.000,2.667,3.000,18.000,0.561,2.556,0.807,3.000,0.333,0.037,0.054,0.065,2.000,0.847,0.751,Defacement
3.000,2.667,3.000,18.000,0.673,4.111,0.871,3.000,0.333,0.027,0.036,0.041,2.000,0.847,0.697,Defacement
3.000,2.667,3.000,18.000,0.746,5.889,0.906,3.000,0.333,0.035,0.043,0.047,2.000,0.847,0.661,Defacement
3.000,2.667,3.000,18.000,0.827,9.556,0.940,3.000,0.333,0.130,0.148,0.157,2.000,0.847,0.725,Defacement
3.000,2.667,3.000,18.000,0.621,3.278,0.843,3.000,0.333,0.042,0.058,0.068,2.000,0.847,0.716,Defacement
3.000,2.667,3.000,18.000,0.690,4.444,0.879,3.000,0.333,0.034,0.044,0.050,2.000,0.847,0.707,Defacement
3.000,2.667,3.000,18.000,0.775,6.889,0.919,3.000,0.333,0.031,0.037,0.040,2.000,0.847,0.650,Defacement
3.000,2.667,3.000,18.000,0.774,6.833,0.918,3.000,0.333,0.031,0.038,0.041,2.000,0.847,0.646,Defacement
3.000,2.667,3.000,18.000,0.752,6.056,0.908,3.000,0.333,0.034,0.042,0.046,2.000,0.847,0.661,Defacement
3.000,2.667,3.000,18.000,0.731,5.444,0.899,3.000,0.333,0.037,0.046,0.051,2.000,0.847,0.672,Defacement
3.000,2.667,3.000,18.000,0.735,5.556,0.901,3.000,0.333,0.037,0.045,0.050,2.000,0.847,0.661,Defacement
3.000,2.667,3.000,18.000,0.617,3.222,0.841,3.000,0.333,0.043,0.059,0.069,2.000,0.847,0.682,Defacement
3.000,2.667,3.000,18.000,0.566,2.611,0.810,3.000,0.333,0.048,0.070,0.085,2.000,0.847,0.757,Defacement
3.000,2.667,3.000,18.000,0.735,5.556,0.901,3.000,0.333,0.037,0.045,0.050,2.000,0.847,0.668,Defacement
3.000,2.667,3.000,18.000,0.739,5.667,0.903,3.000,0.333,0.036,0.045,0.049,2.000,0.847,0.664,Defacement
3.000,2.667,3.000,18.000,0.731,5.444,0.899,3.000,0.333,0.030,0.037,0.041,2.000,0.847,0.660,Defacement
3.000,2.667,3.000,18.000,0.741,5.722,0.904,3.000,0.333,0.036,0.044,0.049,2.000,0.847,0.653,Defacement
3.000,2.667,3.000,18.000,0.793,7.667,0.926,3.000,0.333,0.040,0.047,0.051,2.000,0.847,0.636,Defacement
3.000,2.667,3.000,18.000,0.857,12.000,0.952,3.000,0.333,0.119,0.133,0.139,2.000,0.847,0.693,Defacement
3.000,1.333,3.000,18.000,0.065,0.111,0.333,3.000,0.333,0.000,0.000,-1.000,2.000,0.847,0.579,Defacement
2.000,3.000,2.000,10.000,0.071,0.200,0.182,2.000,0.700,0.000,0.000,-1.000,1.000,0.797,1.000,Defacement
2.000,2.667,2.000,10.000,0.074,0.200,0.200,2.000,0.700,0.000,0.000,-1.000,1.000,0.797,1.000,Defacement
2.000,3.333,2.000,10.000,0.069,0.200,0.167,2.000,0.700,0.000,0.000,-1.000,1.000,0.797,1.000,Defacement
2.000,2.000,2.000,10.000,0.080,0.200,0.250,2.000,0.700,0.120,0.429,-1.000,1.000,0.797,0.579,Defacement
3.000,3.000,3.000,28.000,0.043,0.071,0.182,3.000,0.429,0.000,0.000,-1.000,2.000,0.730,1.000,Defacement
3.000,2.667,3.000,28.000,0.044,0.071,0.200,3.000,0.429,0.000,0.000,-1.000,2.000,0.730,0.579,Defacement
3.000,2.667,3.000,28.000,0.743,4.750,0.924,3.000,0.429,0.039,0.049,0.053,2.000,0.730,0.658,Defacement
3.000,2.667,3.000,28.000,0.635,2.857,0.879,3.000,0.429,0.040,0.056,0.063,2.000,0.730,0.707,Defacement
3.000,2.667,3.000,28.000,0.652,3.071,0.887,3.000,0.429,0.053,0.073,0.081,2.000,0.730,0.714,Defacement
3.000,2.667,3.000,28.000,0.574,2.214,0.849,3.000,0.429,0.028,0.042,0.048,2.000,0.730,0.757,Defacement
3.000,2.667,3.000,28.000,0.566,2.143,0.845,3.000,0.429,0.047,0.071,0.083,2.000,0.730,0.769,Defacement
3.000,2.667,3.000,28.000,0.674,3.393,0.896,3.000,0.429,0.078,0.105,0.116,2.000,0.730,0.708,Defacement
3.000,2.667,3.000,28.000,0.671,3.357,0.895,3.000,0.429,0.079,0.106,0.117,2.000,0.730,0.712,Defacement
3.000,2.667,3.000,28.000,0.207,0.429,0.522,3.000,0.429,0.017,0.045,0.083,2.000,0.730,0.863,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.740,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.029,0.043,0.051,2.000,0.730,0.742,Defacement
3.000,2.667,3.000,28.000,0.505,1.679,0.810,3.000,0.429,0.043,0.070,0.085,2.000,0.730,0.757,Defacement
3.000,2.667,3.000,28.000,0.505,1.679,0.810,3.000,0.429,0.043,0.070,0.085,2.000,0.730,0.734,Defacement
3.000,2.667,3.000,28.000,0.505,1.679,0.810,3.000,0.429,0.043,0.070,0.085,2.000,0.730,0.750,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.727,Defacement
3.000,2.667,3.000,28.000,0.566,2.143,0.845,3.000,0.429,0.038,0.057,0.067,2.000,0.730,0.747,Defacement
3.000,2.667,3.000,28.000,0.505,1.679,0.810,3.000,0.429,0.043,0.070,0.085,2.000,0.730,0.750,Defacement
3.000,2.667,3.000,28.000,0.566,2.143,0.845,3.000,0.429,0.038,0.057,0.067,2.000,0.730,0.747,Defacement
3.000,2.667,3.000,28.000,0.566,2.143,0.845,3.000,0.429,0.038,0.057,0.067,2.000,0.730,0.742,Defacement
3.000,2.667,3.000,28.000,0.566,2.143,0.845,3.000,0.429,0.038,0.057,0.067,2.000,0.730,0.742,Defacement
3.000,2.667,3.000,28.000,0.566,2.143,0.845,3.000,0.429,0.038,0.057,0.067,2.000,0.730,0.742,Defacement
3.000,2.667,3.000,28.000,0.558,2.071,0.841,3.000,0.429,0.029,0.044,0.052,2.000,0.730,0.735,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.740,Defacement
3.000,2.667,3.000,28.000,0.483,1.536,0.796,3.000,0.429,0.022,0.038,0.047,2.000,0.730,0.778,Defacement
3.000,2.667,3.000,28.000,0.370,0.964,0.711,3.000,0.429,0.027,0.054,0.074,2.000,0.730,0.842,Defacement
3.000,2.667,3.000,28.000,0.410,1.143,0.744,3.000,0.429,0.026,0.048,0.063,2.000,0.730,0.828,Defacement
3.000,2.667,3.000,28.000,0.495,1.607,0.804,3.000,0.429,0.022,0.036,0.044,2.000,0.730,0.791,Defacement
3.000,2.667,3.000,28.000,0.566,2.143,0.845,3.000,0.429,0.047,0.071,0.083,2.000,0.730,0.764,Defacement
3.000,2.667,3.000,28.000,0.361,0.929,0.703,3.000,0.429,0.000,0.000,0.000,2.000,0.730,0.813,Defacement
3.000,2.667,3.000,28.000,0.370,0.964,0.711,3.000,0.429,0.000,0.000,0.000,2.000,0.730,0.824,Defacement
3.000,2.667,3.000,28.000,0.387,1.036,0.725,3.000,0.429,0.000,0.000,0.000,2.000,0.730,0.805,Defacement
3.000,2.667,3.000,28.000,0.505,1.679,0.810,3.000,0.429,0.043,0.070,0.085,2.000,0.730,0.750,Defacement
3.000,2.667,3.000,28.000,0.526,1.821,0.823,3.000,0.429,0.041,0.066,0.078,2.000,0.730,0.743,Defacement
3.000,2.667,3.000,28.000,0.505,1.679,0.810,3.000,0.429,0.043,0.070,0.085,2.000,0.730,0.757,Defacement
3.000,5.500,3.000,28.000,0.033,0.071,0.080,3.000,0.429,0.000,0.000,-1.000,2.000,0.730,1.000,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.765,Defacement
3.000,2.667,3.000,28.000,0.674,3.393,0.896,3.000,0.429,0.078,0.105,0.116,2.000,0.730,0.708,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.759,Defacement
3.000,2.667,3.000,28.000,0.683,3.536,0.900,3.000,0.429,0.034,0.046,0.051,2.000,0.730,0.669,Defacement
3.000,2.667,3.000,28.000,0.671,3.357,0.895,3.000,0.429,0.079,0.106,0.117,2.000,0.730,0.712,Defacement
3.000,2.667,3.000,28.000,0.566,2.143,0.845,3.000,0.429,0.047,0.071,0.083,2.000,0.730,0.769,Defacement
3.000,2.667,3.000,28.000,0.607,2.536,0.866,3.000,0.429,0.026,0.037,0.042,2.000,0.730,0.721,Defacement
3.000,2.667,3.000,28.000,0.545,1.964,0.833,3.000,0.429,0.030,0.046,0.055,2.000,0.730,0.761,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.765,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.765,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.789,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.783,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.783,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.783,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.789,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.789,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.789,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.783,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.783,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.789,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.783,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.783,Defacement
3.000,2.667,3.000,28.000,0.610,2.571,0.867,3.000,0.429,0.051,0.073,0.083,2.000,0.730,0.742,Defacement
3.000,2.667,3.000,28.000,0.610,2.571,0.867,3.000,0.429,0.051,0.073,0.083,2.000,0.730,0.742,Defacement
3.000,2.667,3.000,28.000,0.610,2.571,0.867,3.000,0.429,0.051,0.073,0.083,2.000,0.730,0.738,Defacement
3.000,2.667,3.000,28.000,0.566,2.143,0.845,3.000,0.429,0.019,0.029,0.033,2.000,0.730,0.735,Defacement
3.000,2.667,3.000,28.000,0.570,2.179,0.847,3.000,0.429,0.019,0.028,0.033,2.000,0.730,0.737,Defacement
3.000,2.667,3.000,28.000,0.586,2.321,0.855,3.000,0.429,0.018,0.027,0.031,2.000,0.730,0.719,Defacement
3.000,2.667,3.000,28.000,0.495,1.607,0.804,3.000,0.429,0.022,0.036,0.044,2.000,0.730,0.789,Defacement
3.000,2.667,3.000,28.000,0.743,4.750,0.924,3.000,0.429,0.039,0.049,0.053,2.000,0.730,0.658,Defacement
3.000,2.667,3.000,28.000,0.652,3.071,0.887,3.000,0.429,0.053,0.073,0.081,2.000,0.730,0.714,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.759,Defacement
3.000,2.667,3.000,28.000,0.659,3.179,0.890,3.000,0.429,0.081,0.111,0.124,2.000,0.730,0.730,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.759,Defacement
3.000,2.667,3.000,28.000,0.646,3.000,0.884,3.000,0.429,0.046,0.064,0.071,2.000,0.730,0.719,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.765,Defacement
3.000,2.667,3.000,28.000,0.620,2.679,0.872,3.000,0.429,0.066,0.094,0.107,2.000,0.730,0.746,Defacement
3.000,2.667,3.000,28.000,0.620,2.679,0.872,3.000,0.429,0.066,0.094,0.107,2.000,0.730,0.750,Defacement
3.000,2.667,3.000,28.000,0.646,3.000,0.884,3.000,0.429,0.146,0.202,0.226,2.000,0.730,0.725,Defacement
3.000,2.667,3.000,28.000,0.671,3.357,0.895,3.000,0.429,0.136,0.183,0.202,2.000,0.730,0.712,Defacement
3.000,2.667,3.000,28.000,0.669,3.321,0.894,3.000,0.429,0.079,0.107,0.118,2.000,0.730,0.713,Defacement
3.000,2.667,3.000,28.000,0.667,3.286,0.893,3.000,0.429,0.080,0.108,0.120,2.000,0.730,0.713,Defacement
3.000,2.667,3.000,28.000,0.674,3.393,0.896,3.000,0.429,0.135,-1.000,-1.000,2.000,0.730,-1.000,Defacement
3.000,2.667,3.000,28.000,0.667,3.286,0.893,3.000,0.429,0.123,0.167,0.185,2.000,0.730,0.720,Defacement
3.000,2.667,3.000,28.000,0.654,3.107,0.888,3.000,0.429,0.128,0.175,0.195,2.000,0.730,0.726,Defacement
3.000,2.667,3.000,28.000,0.610,2.571,0.867,3.000,0.429,0.042,0.061,0.069,2.000,0.730,0.709,Defacement
3.000,2.667,3.000,28.000,0.613,2.607,0.869,3.000,0.429,0.050,0.072,0.082,2.000,0.730,0.714,Defacement
3.000,2.667,3.000,28.000,0.613,2.607,0.869,3.000,0.429,0.050,0.072,0.082,2.000,0.730,0.710,Defacement
3.000,2.667,3.000,28.000,0.613,2.607,0.869,3.000,0.429,0.050,0.072,0.082,2.000,0.730,0.718,Defacement
3.000,2.667,3.000,28.000,0.566,2.143,0.845,3.000,0.429,0.038,0.057,0.067,2.000,0.730,0.742,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.759,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.759,Defacement
3.000,2.667,3.000,28.000,0.632,2.821,0.878,3.000,0.429,0.064,0.090,0.101,2.000,0.730,0.728,Defacement
3.000,2.667,3.000,28.000,0.526,1.821,0.823,3.000,0.429,0.052,0.082,0.098,2.000,0.730,0.778,Defacement
3.000,2.667,3.000,28.000,0.649,3.036,0.885,3.000,0.429,0.046,0.063,0.071,2.000,0.730,0.698,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.765,Defacement
3.000,2.667,3.000,28.000,0.720,4.214,0.915,3.000,0.429,0.030,0.039,0.042,2.000,0.730,0.658,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.765,Defacement
3.000,2.667,3.000,28.000,0.641,2.929,0.882,3.000,0.429,0.063,0.087,0.098,2.000,0.730,0.732,Defacement
3.000,2.667,3.000,28.000,0.641,2.929,0.882,3.000,0.429,0.063,0.087,0.098,2.000,0.730,0.741,Defacement
3.000,2.667,3.000,28.000,0.562,2.107,0.843,3.000,0.429,0.038,0.058,0.068,2.000,0.730,0.765,Defacement
3.000,2.667,3.000,28.000,0.641,2.929,0.882,3.000,0.429,0.039,0.054,0.061,2.000,0.730,0.705,Defacement
3.000,2.667,3.000,28.000,0.582,2.286,0.853,3.000,0.429,0.036,0.054,0.063,2.000,0.730,0.712,Defacement
3.000,2.667,3.000,28.000,0.531,1.857,0.825,3.000,0.429,0.061,0.097,0.115,2.000,0.730,0.783,Defacement
3.000,1.333,3.000,28.000,0.049,0.071,0.333,3.000,0.429,0.000,0.000,-1.000,2.000,0.730,0.579,Defacement
3.000,1.333,3.000,11.000,0.083,0.182,0.333,3.000,0.455,0.000,0.000,-1.000,2.000,0.822,0.579,Defacement
2.000,3.000,2.000,14.000,0.063,0.143,0.182,2.000,0.786,0.000,0.000,-1.000,1.000,0.962,1.000,Defacement
2.000,2.667,2.000,14.000,0.065,0.143,0.200,2.000,0.786,0.000,0.000,-1.000,1.000,0.962,0.579,Defacement
2.000,2.667,2.000,14.000,0.600,3.429,0.814,2.000,0.786,0.013,0.017,0.021,1.000,0.962,0.763,Defacement
2.000,2.667,2.000,14.000,0.652,4.286,0.845,2.000,0.786,0.043,0.057,0.067,1.000,0.962,0.742,Defacement
2.000,2.667,2.000,14.000,0.652,4.286,0.845,2.000,0.786,0.043,0.057,0.067,1.000,0.962,0.742,Defacement
2.000,2.667,2.000,14.000,0.648,4.214,0.843,2.000,0.786,0.033,0.043,0.051,1.000,0.962,0.742,Defacement
2.000,2.667,2.000,14.000,0.590,3.286,0.807,2.000,0.786,0.038,0.054,0.065,1.000,0.962,0.720,Defacement
2.000,2.667,2.000,14.000,0.673,4.714,0.857,2.000,0.786,0.031,0.039,0.045,1.000,0.962,0.760,Defacement
2.000,2.667,2.000,14.000,0.562,2.929,0.788,2.000,0.786,0.027,0.039,0.049,1.000,0.962,0.761,Defacement
2.000,2.667,2.000,14.000,0.448,1.857,0.703,2.000,0.786,0.017,0.028,0.038,1.000,0.962,0.794,Defacement
2.000,2.667,2.000,14.000,0.595,3.357,0.810,2.000,0.786,0.051,0.070,0.085,1.000,0.962,0.757,Defacement
2.000,2.667,2.000,14.000,0.667,4.571,0.853,2.000,0.786,0.031,0.041,0.047,1.000,0.962,0.736,Defacement
2.000,2.667,2.000,14.000,0.663,4.500,0.851,2.000,0.786,0.032,0.041,0.048,1.000,0.962,0.755,Defacement
2.000,2.667,2.000,14.000,0.652,4.286,0.845,2.000,0.786,0.033,0.043,0.050,1.000,0.962,0.757,Defacement
2.000,2.667,2.000,14.000,0.695,5.214,0.869,2.000,0.786,0.029,0.036,0.041,1.000,0.962,0.715,Defacement
2.000,2.667,2.000,14.000,0.698,5.286,0.871,2.000,0.786,0.066,-1.000,-1.000,1.000,0.962,-1.000,Defacement
2.000,2.667,2.000,14.000,0.692,5.143,0.867,2.000,0.786,0.058,0.073,0.083,1.000,0.962,0.717,Defacement
2.000,2.667,2.000,14.000,0.706,5.500,0.875,2.000,0.786,0.055,0.069,0.078,1.000,0.962,0.717,Defacement
2.000,2.667,2.000,14.000,0.729,6.143,0.887,2.000,0.786,0.051,0.063,0.070,1.000,0.962,0.699,Defacement
2.000,2.667,2.000,14.000,0.717,5.786,0.880,2.000,0.786,0.053,0.066,0.074,1.000,0.962,0.705,Defacement
2.000,2.667,2.000,14.000,0.714,5.714,0.879,2.000,0.786,0.054,0.067,0.075,1.000,0.962,0.694,Defacement
2.000,2.667,2.000,14.000,0.748,6.786,0.896,2.000,0.786,0.047,0.057,0.063,1.000,0.962,0.666,Defacement
2.000,2.667,2.000,14.000,0.698,5.286,0.871,2.000,0.786,0.057,0.071,0.081,1.000,0.962,0.709,Defacement
2.000,2.667,2.000,14.000,0.698,5.286,0.871,2.000,0.786,0.057,-1.000,-1.000,1.000,0.962,-1.000,Defacement
2.000,2.667,2.000,14.000,0.595,3.357,0.810,2.000,0.786,0.051,0.070,0.085,1.000,0.962,0.757,Defacement
2.000,2.667,2.000,14.000,0.756,7.071,0.900,2.000,0.786,0.053,0.064,0.071,1.000,0.962,0.691,Defacement
2.000,2.667,2.000,14.000,0.779,8.071,0.911,2.000,0.786,0.048,0.057,0.062,1.000,0.962,0.664,Defacement
2.000,2.667,2.000,14.000,0.771,7.714,0.908,2.000,0.786,0.050,0.059,0.065,1.000,0.962,0.688,Defacement
2.000,2.667,2.000,14.000,0.568,3.000,0.792,2.000,0.786,0.014,0.019,0.024,1.000,0.962,0.753,Defacement
2.000,2.667,2.000,14.000,0.595,3.357,0.810,2.000,0.786,0.051,0.070,0.085,1.000,0.962,0.750,Defacement
2.000,2.667,2.000,14.000,0.595,3.357,0.810,2.000,0.786,0.051,0.070,0.085,1.000,0.962,0.757,Defacement
2.000,2.667,2.000,14.000,0.595,3.357,0.810,2.000,0.786,0.051,0.070,0.085,1.000,0.962,0.750,Defacement
2.000,2.667,2.000,14.000,0.595,3.357,0.810,2.000,0.786,0.051,0.070,0.085,1.000,0.962,0.757,Defacement
2.000,2.667,2.000,14.000,0.595,3.357,0.810,2.000,0.786,0.051,0.070,0.085,1.000,0.962,0.757,Defacement
2.000,2.667,2.000,14.000,0.595,3.357,0.810,2.000,0.786,0.051,0.070,0.085,1.000,0.962,0.757,Defacement
2.000,2.667,2.000,14.000,0.595,3.357,0.810,2.000,0.786,0.051,0.070,0.085,1.000,0.962,0.757,Defacement
2.000,2.667,2.000,14.000,0.590,3.286,0.807,2.000,0.786,0.038,0.054,0.065,1.000,0.962,0.751,Defacement
2.000,2.667,2.000,14.000,0.590,3.286,0.807,2.000,0.786,0.038,0.054,0.065,1.000,0.962,0.751,Defacement
2.000,2.667,2.000,14.000,0.640,4.071,0.838,2.000,0.786,0.079,0.104,0.123,1.000,0.962,0.770,Defacement
2.000,2.667,2.000,14.000,0.640,4.071,0.838,2.000,0.786,0.079,0.104,0.123,1.000,0.962,0.777,Defacement
2.000,2.667,2.000,14.000,0.640,4.071,0.838,2.000,0.786,0.079,0.104,0.123,1.000,0.962,0.777,Defacement
2.000,2.667,2.000,14.000,0.640,4.071,0.838,2.000,0.786,0.079,0.104,0.123,1.000,0.962,0.783,Defacement
2.000,2.667,2.000,14.000,0.640,4.071,0.838,2.000,0.786,0.079,0.104,0.123,1.000,0.962,0.775,Defacement
2.000,2.667,2.000,14.000,0.640,4.071,0.838,2.000,0.786,0.079,0.104,0.123,1.000,0.962,0.770,Defacement
2.000,2.667,2.000,14.000,0.640,4.071,0.838,2.000,0.786,0.079,0.104,0.123,1.000,0.962,0.770,Defacement
2.000,2.667,2.000,14.000,0.640,4.071,0.838,2.000,0.786,0.079,0.104,0.123,1.000,0.962,0.775,Defacement
2.000,2.667,2.000,14.000,0.640,4.071,0.838,2.000,0.786,0.079,0.104,0.123,1.000,0.962,0.766,Defacement
