domain_token_count,avgdomaintokenlen,tld,domainlength,pathurlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,NumberofDotsinURL,CharacterContinuityRate,host_letter_count,LongestPathTokenLength,SymbolCount_Domain,Entropy_Domain,class
2.00,7.50,2.00,16.00,0.79,0.13,0.14,5.56,4.00,0.88,15.00,36.00,1.00,0.78,phishing
4.00,5.25,4.00,24.00,0.72,0.08,0.21,3.38,6.00,0.58,21.00,11.00,3.00,0.79,phishing
4.00,11.00,4.00,47.00,0.52,0.04,0.42,1.23,3.00,0.30,41.00,32.00,3.00,0.72,phishing
4.00,11.00,4.00,47.00,0.52,0.04,0.42,1.23,3.00,0.30,41.00,32.00,3.00,0.72,phishing
4.00,11.00,4.00,47.00,0.52,0.04,0.42,1.23,3.00,0.30,41.00,32.00,3.00,0.72,phishing
4.00,11.00,4.00,47.00,0.52,0.04,0.42,1.23,3.00,0.30,41.00,32.00,3.00,0.72,phishing
8.00,10.88,8.00,94.00,0.09,0.02,0.85,0.11,7.00,0.16,77.00,8.00,7.00,0.72,phishing
2.00,12.00,2.00,25.00,0.71,0.08,0.23,3.16,1.00,0.88,24.00,13.00,1.00,0.79,phishing
2.00,9.50,2.00,20.00,0.76,0.10,0.18,4.20,2.00,0.85,19.00,11.00,1.00,0.78,phishing
3.00,4.33,3.00,15.00,0.80,0.13,0.14,5.93,2.00,0.67,13.00,24.00,2.00,0.97,phishing
3.00,4.67,3.00,16.00,0.79,0.13,0.14,5.50,6.00,0.50,12.00,11.00,2.00,0.88,phishing
2.00,11.00,2.00,23.00,0.73,0.09,0.21,3.52,3.00,0.87,22.00,22.00,1.00,0.83,phishing
3.00,4.00,3.00,14.00,0.81,0.14,0.13,6.43,3.00,0.50,12.00,76.00,2.00,0.87,phishing
3.00,6.67,3.00,22.00,0.74,0.09,0.20,3.73,2.00,0.68,20.00,13.00,2.00,0.84,phishing
3.00,6.67,3.00,22.00,0.74,0.09,0.20,3.73,2.00,0.68,20.00,13.00,2.00,0.84,phishing
3.00,6.67,3.00,22.00,0.74,0.09,0.20,3.73,2.00,0.68,20.00,13.00,2.00,0.84,phishing
3.00,6.67,3.00,22.00,0.74,0.09,0.20,3.73,2.00,0.68,20.00,13.00,2.00,0.84,phishing
4.00,3.75,4.00,18.00,0.77,3.78,0.16,4.78,8.00,0.33,14.00,21.00,3.00,0.78,phishing
4.00,3.75,4.00,18.00,0.77,3.78,0.16,4.78,8.00,0.33,14.00,20.00,3.00,0.78,phishing
3.00,4.00,3.00,14.00,0.81,5.71,0.13,6.43,6.00,0.50,12.00,20.00,2.00,0.77,phishing
3.00,8.00,3.00,26.00,0.70,0.08,0.23,3.00,3.00,0.27,22.00,72.00,2.00,0.85,phishing
4.00,6.50,4.00,29.00,0.68,0.07,0.26,2.59,3.00,0.52,25.00,14.00,3.00,0.77,phishing
3.00,4.67,3.00,16.00,0.79,0.13,0.14,5.50,2.00,0.56,14.00,32.00,2.00,0.82,phishing
3.00,4.67,3.00,16.00,0.79,0.13,0.14,5.50,2.00,0.56,14.00,32.00,2.00,0.82,phishing
3.00,4.67,3.00,16.00,0.79,0.13,0.14,5.50,2.00,0.56,14.00,32.00,2.00,0.82,phishing
3.00,8.00,3.00,26.00,0.70,0.08,0.23,3.00,3.00,0.73,24.00,19.00,2.00,0.81,phishing
4.00,4.25,4.00,20.00,0.76,0.10,0.18,4.20,4.00,0.50,17.00,17.00,3.00,0.81,phishing
3.00,7.00,3.00,23.00,0.73,0.09,0.21,3.52,5.00,0.70,21.00,32.00,2.00,0.80,phishing
3.00,7.67,3.00,25.00,0.71,0.08,0.23,3.16,5.00,0.72,23.00,14.00,2.00,0.78,phishing
2.00,14.00,2.00,29.00,0.67,0.48,0.26,2.55,2.00,0.90,28.00,19.00,1.00,0.72,phishing
3.00,3.67,3.00,13.00,0.82,0.15,0.12,6.92,4.00,0.46,11.00,51.00,2.00,0.78,phishing
3.00,3.33,3.00,12.00,0.83,0.17,0.11,7.58,2.00,0.50,10.00,24.00,2.00,0.80,phishing
2.00,10.00,2.00,21.00,0.75,3.48,0.19,3.90,1.00,0.86,20.00,74.00,1.00,0.79,phishing
2.00,5.00,2.00,11.00,0.84,0.18,0.10,8.36,1.00,0.73,10.00,36.00,1.00,0.75,phishing
2.00,5.00,2.00,11.00,0.84,0.18,0.10,8.36,1.00,0.73,10.00,36.00,1.00,0.68,phishing
2.00,15.00,2.00,31.00,0.65,0.06,0.28,2.32,4.00,0.90,30.00,10.00,1.00,0.77,phishing
3.00,4.00,3.00,14.00,0.81,5.07,0.13,6.36,7.00,0.43,12.00,16.00,2.00,0.80,phishing
3.00,4.00,3.00,14.00,0.81,5.07,0.13,6.36,7.00,0.43,12.00,16.00,2.00,0.80,phishing
3.00,4.00,3.00,14.00,0.81,5.07,0.13,6.36,7.00,0.43,12.00,16.00,2.00,0.80,phishing
3.00,4.00,3.00,14.00,0.81,5.07,0.13,6.36,7.00,0.43,12.00,16.00,2.00,0.80,phishing
3.00,4.67,3.00,16.00,0.79,0.13,0.15,5.44,5.00,0.63,12.00,32.00,2.00,0.81,phishing
3.00,5.00,3.00,17.00,0.78,4.00,0.15,5.06,7.00,0.59,15.00,20.00,2.00,0.87,phishing
4.00,5.00,4.00,23.00,0.73,0.09,0.21,3.48,6.00,0.57,20.00,15.00,3.00,0.74,phishing
3.00,6.67,3.00,22.00,0.74,0.09,0.20,3.68,2.00,0.68,20.00,13.00,2.00,0.84,phishing
4.00,5.25,4.00,24.00,0.72,0.08,0.22,3.29,9.00,0.58,21.00,17.00,3.00,0.82,phishing
3.00,5.67,3.00,19.00,0.76,0.11,0.17,4.42,7.00,0.63,17.00,22.00,2.00,0.82,phishing
3.00,7.33,3.00,24.00,0.72,0.08,0.22,3.29,7.00,0.71,22.00,10.00,2.00,0.82,phishing
3.00,4.00,3.00,14.00,0.81,5.71,0.13,6.36,6.00,0.50,12.00,20.00,2.00,0.87,phishing
3.00,4.00,3.00,14.00,0.81,5.71,0.13,6.36,6.00,0.50,12.00,20.00,2.00,0.81,phishing
3.00,9.67,3.00,31.00,0.65,0.06,0.28,2.32,4.00,0.77,29.00,22.00,2.00,0.75,phishing
3.00,3.00,3.00,11.00,0.84,0.18,0.10,8.36,6.00,0.45,9.00,32.00,2.00,0.77,phishing
3.00,6.33,3.00,21.00,0.75,0.10,0.19,3.90,9.00,0.38,18.00,10.00,2.00,0.85,phishing
3.00,7.33,3.00,24.00,0.72,0.08,0.22,3.29,3.00,0.71,22.00,23.00,2.00,0.80,phishing
3.00,4.67,3.00,16.00,0.79,0.13,0.15,5.44,4.00,0.56,14.00,33.00,2.00,0.83,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
4.00,13.50,4.00,57.00,0.41,0.04,0.52,0.79,3.00,0.28,49.00,32.00,3.00,0.70,phishing
2.00,6.50,2.00,14.00,0.81,0.14,0.13,6.29,2.00,0.79,13.00,64.00,1.00,0.85,phishing
2.00,5.00,2.00,11.00,0.83,0.18,0.10,8.27,4.00,0.36,9.00,37.00,1.00,0.84,phishing
3.00,3.33,3.00,12.00,0.83,0.17,0.11,7.50,2.00,0.50,10.00,24.00,2.00,0.80,phishing
2.00,10.00,2.00,21.00,0.74,3.43,0.19,3.86,1.00,0.86,20.00,73.00,1.00,0.79,phishing
2.00,7.50,2.00,16.00,0.79,2.44,0.15,5.38,2.00,0.81,15.00,40.00,1.00,0.86,phishing
2.00,8.00,2.00,17.00,0.78,0.12,0.16,5.00,12.00,0.82,16.00,13.00,1.00,0.87,phishing
2.00,6.50,2.00,14.00,0.81,0.14,0.13,6.29,2.00,0.86,13.00,54.00,1.00,0.92,phishing
3.00,4.00,3.00,14.00,0.81,5.00,0.13,6.29,7.00,0.43,12.00,15.00,2.00,0.80,phishing
3.00,4.00,3.00,14.00,0.81,5.00,0.13,6.29,7.00,0.43,12.00,15.00,2.00,0.80,phishing
3.00,4.00,3.00,14.00,0.81,5.00,0.13,6.29,7.00,0.43,12.00,15.00,2.00,0.80,phishing
3.00,4.00,3.00,14.00,0.81,5.00,0.13,6.29,7.00,0.43,12.00,15.00,2.00,0.80,phishing
3.00,6.67,3.00,22.00,0.73,0.09,0.20,3.64,3.00,0.68,20.00,7.00,2.00,0.89,phishing
3.00,6.67,3.00,22.00,0.73,0.09,0.20,3.64,2.00,0.68,20.00,13.00,2.00,0.84,phishing
3.00,6.67,3.00,22.00,0.73,0.09,0.20,3.64,2.00,0.68,20.00,13.00,2.00,0.84,phishing
3.00,6.67,3.00,22.00,0.73,0.09,0.20,3.64,2.00,0.68,20.00,13.00,2.00,0.84,phishing
4.00,5.25,4.00,24.00,0.72,0.08,0.22,3.25,8.00,0.58,21.00,20.00,3.00,0.82,phishing
3.00,10.33,3.00,33.00,0.63,0.06,0.30,2.09,3.00,0.79,31.00,13.00,2.00,0.80,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,5.33,3.00,18.00,0.77,0.11,0.17,4.67,5.00,0.61,16.00,32.00,2.00,0.82,phishing
3.00,8.67,3.00,28.00,0.68,0.07,0.26,2.64,3.00,0.79,26.00,32.00,2.00,0.75,phishing
3.00,4.33,3.00,15.00,0.80,5.20,0.14,5.80,5.00,0.53,13.00,27.00,2.00,0.77,phishing
3.00,4.33,3.00,15.00,0.80,5.20,0.14,5.80,5.00,0.53,13.00,33.00,2.00,0.77,phishing
3.00,7.67,3.00,25.00,0.70,0.08,0.23,3.04,2.00,0.48,22.00,11.00,2.00,0.79,phishing
3.00,6.00,3.00,20.00,0.75,3.15,0.19,4.05,3.00,0.45,18.00,67.00,2.00,0.74,phishing
2.00,12.00,2.00,25.00,0.70,0.08,0.23,3.04,1.00,0.88,24.00,13.00,1.00,0.79,phishing
3.00,9.67,3.00,31.00,0.65,0.06,0.29,2.26,3.00,0.71,29.00,12.00,2.00,0.71,phishing
2.00,7.00,2.00,15.00,0.80,0.13,0.14,5.73,2.00,0.53,13.00,9.00,1.00,0.97,phishing
3.00,5.33,3.00,18.00,0.77,4.33,0.17,4.61,5.00,0.67,16.00,36.00,2.00,0.76,phishing
2.00,6.50,2.00,14.00,0.81,0.14,0.13,6.21,2.00,0.86,13.00,54.00,1.00,0.92,phishing
4.00,13.00,4.00,55.00,0.43,0.04,0.51,0.84,3.00,0.22,47.00,17.00,3.00,0.67,phishing
3.00,3.67,3.00,13.00,0.81,6.08,0.12,6.77,6.00,0.54,8.00,24.00,2.00,0.78,phishing
3.00,5.33,3.00,18.00,0.77,4.33,0.17,4.61,5.00,0.61,15.00,36.00,2.00,0.86,phishing
3.00,6.67,3.00,22.00,0.73,0.09,0.20,3.59,2.00,0.68,20.00,13.00,2.00,0.84,phishing
3.00,6.33,3.00,21.00,0.74,0.10,0.19,3.81,2.00,0.67,19.00,32.00,2.00,0.81,phishing
3.00,10.00,3.00,32.00,0.64,0.06,0.30,2.16,2.00,0.78,30.00,14.00,2.00,0.79,phishing
3.00,6.67,3.00,22.00,0.73,3.50,0.20,3.59,2.00,0.68,20.00,78.00,2.00,0.80,phishing
3.00,3.67,3.00,13.00,0.81,0.15,0.12,6.77,4.00,0.46,11.00,27.00,2.00,0.73,phishing
3.00,5.00,3.00,17.00,0.78,4.41,0.16,4.94,6.00,0.41,14.00,20.00,2.00,0.87,phishing
3.00,5.00,3.00,17.00,0.78,4.41,0.16,4.94,6.00,0.41,14.00,20.00,2.00,0.87,phishing
4.00,4.00,4.00,19.00,0.76,3.37,0.18,4.32,8.00,0.47,16.00,16.00,3.00,0.81,phishing
3.00,5.33,3.00,18.00,0.77,4.33,0.17,4.61,5.00,0.61,13.00,36.00,2.00,0.83,phishing
2.00,2.50,2.00,6.00,0.88,14.33,0.06,15.67,4.00,0.67,5.00,62.00,1.00,1.00,phishing
2.00,5.50,2.00,12.00,0.82,0.17,0.11,7.33,3.00,0.83,11.00,14.00,1.00,1.00,phishing
4.00,12.75,4.00,54.00,0.43,0.04,0.50,0.85,3.00,0.20,46.00,17.00,3.00,0.68,phishing
5.00,12.40,5.00,66.00,0.32,0.03,0.62,0.52,4.00,0.30,58.00,32.00,4.00,0.70,phishing
5.00,12.40,5.00,66.00,0.32,0.03,0.62,0.52,4.00,0.30,58.00,32.00,4.00,0.70,phishing
2.00,6.00,2.00,13.00,0.81,6.00,0.12,6.69,4.00,0.77,12.00,33.00,1.00,0.96,phishing
6.00,5.50,6.00,38.00,0.58,0.05,0.36,1.63,7.00,0.32,32.00,32.00,5.00,0.76,phishing
3.00,3.67,3.00,13.00,0.81,6.00,0.12,6.69,5.00,0.69,6.00,33.00,2.00,0.82,phishing
4.00,4.00,4.00,19.00,0.76,0.11,0.18,4.26,8.00,0.47,16.00,26.00,3.00,0.82,phishing
3.00,4.00,3.00,14.00,0.80,5.50,0.13,6.14,6.00,0.50,12.00,10.00,2.00,0.84,phishing
3.00,3.33,3.00,12.00,0.82,0.17,0.11,7.33,2.00,0.50,10.00,62.00,2.00,0.75,phishing
3.00,5.67,3.00,19.00,0.76,0.11,0.18,4.26,2.00,0.42,16.00,10.00,2.00,0.89,phishing
3.00,3.67,3.00,13.00,0.81,5.23,0.12,6.69,7.00,0.54,11.00,20.00,2.00,0.72,phishing
3.00,7.00,3.00,23.00,0.72,0.09,0.21,3.35,5.00,0.70,21.00,10.00,2.00,0.82,phishing
3.00,7.00,3.00,23.00,0.72,0.09,0.21,3.35,5.00,0.48,20.00,16.00,2.00,0.82,phishing
3.00,6.67,3.00,22.00,0.73,0.09,0.21,3.55,2.00,0.68,20.00,76.00,2.00,0.77,phishing
3.00,10.67,3.00,34.00,0.62,0.06,0.32,1.94,2.00,0.82,32.00,32.00,2.00,0.68,phishing
3.00,10.67,3.00,34.00,0.62,0.06,0.32,1.94,2.00,0.82,32.00,32.00,2.00,0.68,phishing
3.00,10.67,3.00,34.00,0.62,0.06,0.32,1.94,2.00,0.82,32.00,32.00,2.00,0.68,phishing
3.00,10.67,3.00,34.00,0.62,0.06,0.32,1.94,2.00,0.82,32.00,32.00,2.00,0.68,phishing
3.00,8.67,3.00,28.00,0.67,0.07,0.26,2.57,5.00,0.75,26.00,20.00,2.00,0.75,phishing
3.00,6.33,3.00,21.00,0.74,1.00,0.20,3.76,3.00,0.67,19.00,25.00,2.00,0.78,phishing
3.00,4.00,3.00,14.00,0.80,4.86,0.13,6.14,7.00,0.50,12.00,20.00,2.00,0.87,phishing
7.00,9.86,7.00,75.00,0.23,0.03,0.71,0.32,9.00,0.32,37.00,6.00,6.00,0.70,phishing
7.00,9.86,7.00,75.00,0.23,0.03,0.71,0.32,9.00,0.32,37.00,6.00,6.00,0.70,phishing
4.00,6.00,4.00,27.00,0.68,0.07,0.25,2.67,4.00,0.44,24.00,22.00,3.00,0.76,phishing
2.00,5.00,2.00,11.00,0.83,0.18,0.10,8.00,1.00,0.73,10.00,32.00,1.00,0.75,phishing
3.00,3.67,3.00,13.00,0.81,0.15,0.12,6.62,7.00,0.62,11.00,19.00,2.00,0.92,phishing
3.00,5.00,3.00,17.00,0.77,0.12,0.16,4.82,3.00,0.59,15.00,20.00,2.00,0.82,phishing
3.00,7.00,3.00,23.00,0.72,0.09,0.22,3.30,3.00,0.70,21.00,20.00,2.00,0.79,phishing
3.00,4.00,3.00,14.00,0.80,5.71,0.13,6.07,6.00,0.50,12.00,20.00,2.00,0.80,phishing
4.00,3.75,4.00,18.00,0.76,3.50,0.17,4.50,8.00,0.33,14.00,16.00,3.00,0.78,phishing
3.00,7.33,3.00,24.00,0.71,0.08,0.23,3.13,5.00,0.71,22.00,32.00,2.00,0.79,phishing
3.00,3.33,3.00,12.00,0.82,0.17,0.11,7.25,2.00,0.42,9.00,42.00,2.00,0.84,phishing
3.00,5.67,3.00,19.00,0.75,0.11,0.18,4.21,3.00,0.68,17.00,33.00,2.00,0.66,phishing
3.00,6.33,3.00,21.00,0.74,0.10,0.20,3.71,3.00,0.67,19.00,12.00,2.00,0.75,phishing
3.00,10.33,3.00,33.00,0.62,0.06,0.31,2.00,6.00,0.79,31.00,11.00,2.00,0.73,phishing
3.00,8.00,3.00,26.00,0.69,0.08,0.25,2.81,2.00,0.73,24.00,32.00,2.00,0.82,phishing
3.00,8.00,3.00,26.00,0.69,0.08,0.25,2.81,2.00,0.73,24.00,32.00,2.00,0.82,phishing
3.00,7.33,3.00,24.00,0.71,0.08,0.23,3.13,5.00,0.75,22.00,18.00,2.00,0.73,phishing
2.00,2.50,2.00,6.00,0.88,14.00,0.06,15.33,4.00,0.67,5.00,62.00,1.00,1.00,phishing
2.00,12.00,2.00,25.00,0.70,0.08,0.24,2.92,2.00,0.88,24.00,13.00,1.00,0.79,phishing
2.00,7.00,2.00,15.00,0.79,5.40,0.14,5.53,1.00,0.80,14.00,82.00,1.00,0.90,phishing
3.00,5.33,3.00,18.00,0.76,4.17,0.17,4.44,6.00,0.67,16.00,20.00,2.00,0.84,phishing
4.00,19.50,4.00,81.00,0.16,0.02,0.77,0.21,4.00,0.22,68.00,6.00,3.00,0.69,phishing
3.00,5.00,3.00,17.00,0.77,0.12,0.16,4.76,3.00,0.59,15.00,20.00,2.00,0.82,phishing
4.00,5.25,4.00,24.00,0.70,0.08,0.23,3.08,3.00,0.63,21.00,32.00,3.00,0.80,phishing
3.00,4.00,3.00,14.00,0.80,5.36,0.13,6.00,6.00,0.50,12.00,18.00,2.00,0.84,phishing
3.00,4.00,3.00,14.00,0.80,5.36,0.13,6.00,6.00,0.50,12.00,20.00,2.00,0.84,phishing
3.00,5.67,3.00,19.00,0.75,0.11,0.18,4.16,3.00,0.63,17.00,12.00,2.00,0.84,phishing
3.00,4.67,3.00,16.00,0.78,0.13,0.15,5.13,3.00,0.38,13.00,41.00,2.00,0.83,phishing
4.00,5.25,4.00,24.00,0.70,0.08,0.23,3.08,9.00,0.58,21.00,16.00,3.00,0.82,phishing
3.00,4.00,3.00,14.00,0.80,5.36,0.13,6.00,6.00,0.50,12.00,30.00,2.00,0.81,phishing
3.00,3.67,3.00,13.00,0.81,6.15,0.12,6.54,6.00,0.46,11.00,20.00,2.00,0.82,phishing
3.00,4.67,3.00,16.00,0.78,0.13,0.15,5.13,4.00,0.56,14.00,17.00,2.00,0.75,phishing
3.00,10.00,3.00,32.00,0.63,0.06,0.30,2.06,6.00,0.78,30.00,11.00,2.00,0.80,phishing
4.00,3.25,4.00,16.00,0.78,4.25,0.15,5.13,8.00,0.38,13.00,20.00,3.00,0.76,phishing
3.00,7.33,3.00,24.00,0.70,0.08,0.23,3.08,5.00,0.75,22.00,18.00,2.00,0.73,phishing
3.00,9.00,3.00,29.00,0.66,0.07,0.28,2.38,3.00,0.76,27.00,28.00,2.00,0.77,phishing
3.00,4.00,3.00,14.00,0.80,5.36,0.13,6.00,6.00,0.57,9.00,18.00,2.00,0.87,phishing
3.00,4.00,3.00,14.00,0.80,5.36,0.13,6.00,6.00,0.57,9.00,18.00,2.00,0.87,phishing
3.00,4.00,3.00,14.00,0.80,5.36,0.13,6.00,6.00,0.57,9.00,18.00,2.00,0.87,phishing
